scene,section,tag,all_text
87,8,Action,INT. ABUELA AND ABUELO’S HUMBLE APARTMENT - NIGHT - PAST
87,9,Action,"In CANDLE LIGHT, Alma holds her newborns - wrapped in their hand woven blankets. Alma and Pedro look at each other... love in their eyes..."
87,10,SONG,MIENTRAS SE ABRAZAN (as they hold each other) CON SENTIMENTO (with warmth and consent)
87,11,Action,"OUTSIDE... A LIGHT GROWS... Buildings down the street are on FIRE. The unrest in town is growing out of control... MEN ON HORSEBACK race through the streets... intimidating people, who run for cover."
88,1,Action,Alma and Pedro look out the window concerned... then down at their newborn babies... then to each other... they know they must leave. Right now.
88,2,SONG,SIGUEN CRECIENDO (keep growing) NO SABEN CUANDO (they don’t know when)
88,3,Action,INT. ABUELO AND ABUELA’S HOME - EVENING - PAST
88,4,Action,Alma and Pedro have finished packing what little they can... they are leaving their life behind... the cribs sit unused in the corner of the room. A life they had prepared for that they must leave. Before they close the door... Pedro takes one last object... THE CANDLE from their wedding... and they shut the door.
88,5,SONG,BUSCAR ALGÚN RINCÓN (to find some corner shelter) EL TIEMPO SIGUE CAMBIANDO (the time/weather keeps changing)
88,6,Action,EXT. MOUNTAIN ROAD - NIGHT
88,7,Action,"With the CANDLE lighting their way, Young Alma and Young Pedro set out into the night trailed by a group of people carrying meager belongings. We can see their town burning in the distance behind them. This isn’t lyrical, they are running and afraid."
88,8,SONG,INSEPARABLES SON (they are inseparable) Y EL TIEMPO SIGUE CAMBIANDO (and the weather keeps changing)
88,9,Action,EXT. RIVER - NIGHT
88,10,Action,"The group of displaced people ford a river... the river Mirabel and Abuela were sitting by when the song began. As they cross it... Alma and Pedro look at each other... we can see Pedro is encouraging Alma, his eyes saying they will be okay. MIRABEL watches them... but as she does... the CANDLE in PEDRO’S HAND FLICKERS UNNATURALLY... and he looks back to see... evil men on horseback approaching far in the distance."
88,11,Action,"The whole group runs, desperate, through the river. Fleeing. But the terrain makes it hard to run away. Young Alma looks to Pedro, panicking. She holds her babies tight."
89,1,SONG,"AY ORUGUITAS (oh, caterpillars) NO SE AGUANTEN MAS (don’t hold each other any longer) HAY QUE CRECER (you must grow) APARTE Y VOLVER (apart and return) HACIA ADELANTE SEGUIRÁS (that’s the way forward) VIENEN MILAGROS (miracles are coming) VIENEN CRISÁLIDAS (chrysalises are coming) HAY QUE PARTIR (you must part) Y CONSTRUIR (and construct) SU PROPIO FUTURO (your own future)"
89,2,Action,"As chaos swirls around them... Pedro makes a choice... he looks back to where the horsemen are coming from, then looks back into Alma’s eyes. She knows exactly what he’s about to do... and we can see her emotions building... her fear growing."
89,3,Action,"Pedro catches her eyes... lifts her face to his... “everything will be okay” is what his eyes are saying. He looks down to his three newborn babies... kisses their heads, and kisses Alma, full of love. He looks into her eyes, telling her she will survive... she will thrive... their children will find a new home and have a better life."
89,4,Action,Pedro races back to beg the men on horseback to let them live. They listen to his plea... and ignore it. And just like that... Pedro is lost.
89,5,SONG,"AY ORUGUITAS (oh, caterpillars) NO SE AGUANTEN MAS (don’t hold each other any longer) HAY QUE CRECER (you must grow) APARTE Y VOLVER (apart and return) HACIA ADELANTE SEGUIRÁS (that’s the way forward) VIENEN MILAGROS (miracles are coming) VIENEN CRISÁLIDAS (chrysalises are coming) HAY QUE PARTIR (you must part) Y CONSTRUIR (and construct) SU PROPIO FUTURO (your own future)"
89,6,Action,"As people around her panic, Abuela looks to the river where Pedro was lost... then looks to her babies... her family... the lives she is now responsible for. Mirabel watches, stunned, horrified, scared."
90,1,Action,"As the horses approach, Abuela sinks to her knees... tears in her eyes... begging the earth to spare the lives of her babies. Praying for salvation. She puts her hand INTO THE SOIL."
90,2,Action,"And suddenly... the ground around her begins to glow... the candle fills with magic... and the villains are blown back... We see Abuela... crying... heartbroken, but saved..."
90,3,Action,But as the people around her look around in awe... and appreciation... Abuela... isn’t celebrating... she’s staring out at the river where Pedro died... as the MOUNTAINS rise up and occlude it from her view.
90,4,Action,INT. ABUELA ALMA’S BEDROOM - NIGHT - PAST
90,5,Action,"Young Abuela, in her bedroom, which we now realize is an exact copy of the room she once shared with Pedro, looks heartbroken and vulnerable. She sits in the same place she did in her old apartment."
90,6,SONG,DOS ORUGUITAS (two caterpillars) DESORIENTADAS (disoriented) EN DOS CAPULLOS (in two cocoons) BIEN ABRIGADAS (all bundled up)
90,7,Action,"She looks to the babies in her arms... she cannot be weak for them... she must be strong... their Encanto must never break the way her old home did... We see her steel herself. WIPE AWAY HER TEARS. This is where she began to change, where she armored up and became the Abuela we’ve come to know. She picks up the candle and shawl and heads out."
90,8,ABUELA ALMA,I was given a miracle... a second chance... and I was so afraid to lose it... that I lost sight of who our miracle was for.
90,9,Action,"As she passes each new child’s door, years pass and she becomes harder and harder on her family... more rigid... more limiting. Her expectations growing more unhealthy. We move from child to child until... we reach MIRABEL... whose door vanishes. Mirabel looks to Abuela for compassion. And this time, Abuela sees her mistake... but it’s too late..."
90,10,ABUELA ALMA,And... I am so sorry...
90,11,Action,Abuela turns and finds herself... in the rubble of the house. The candle gone. Everything she had hoped for... destroyed. Abuela falls to her knees...
91,1,ABUELA ALMA,"...You never hurt our family, Mirabel. We are broken... Because of me."
91,2,Action,EXT. RIVER BANK - PRESENT DAY
91,3,Action,"We transition back to Mirabel and Abuela, at her most vulnerable. Ashamed, Abuela stops speaking. Mirabel takes in her grandmother. All her pain and good intentions gone wrong..."
91,4,Action,But as Mirabel looks to Abuela... she sees something behind her... in the distance... a BUTTERFLY... which flits onto a reed in the middle of the water. Just like in the vision.
91,5,Action,"Mirabel stares at the butterfly, transfixed. Mirabel then looks at Abuela, understanding what this moment is... that the person Mirabel has always needed to embrace is Abuela."
91,6,MIRABEL,"Abuela... I can finally see. You lost your home... lost everything... you suffered so much... all alone... so it would never happen again. (then) We were saved because of you. We were given a miracle because of you. We are a family because of you. And nothing could ever be broken, that we can’t fix... together."
91,7,Action,"As this lands on Abuela, her heart seems to crack open. She feels a great weight lift from her shoulders. It is a quiet moment of release fifty year in the making. And suddenly... the SUN PEEKS THROUGH THE CLOUDS, illuminating the river ... beautiful, pink hues, wondrous and spectacular. Alma looks at Mirabel in awe and hugs her tightly, tears in her eyes."
91,8,ABUELA ALMA,(as they hug) I asked my Pedro for help. Mirabel... he sent me you.
91,9,Action,"As they embrace in the middle of the river, the butterfly flaps into the wind and soon... thousands of butterflies begin to fill the air, swirling around them. Mirabel tears up, filled with emotion. Abuela looks at the butterflies, this beautiful moment, this place redefined."
92,1,SONG,"AY, MARIPOSAS (oh, butterflies) NO SE AGUANTEN MAS (don’t hold each other any longer) HAY QUE CRECER (you must grow) APARTE Y VOLVER (apart and return) HACIA ADELANTE SEGUIRÁS (that’s the way forward)"
92,2,Action,"The music swells, as even more BUTTERFLIES begin to swarm around them... and in this moment... they begin to... MIGRATE, back in the direction of the ENCANTO... like a AERIAL SUPERHIGHWAY of BUTTERFLIES. Mirabel looks up... feeling the pull... excited for what the future holds."
92,3,SONG,YA SON MILAGROS (you are already miracles) ROMPIENDO CRISÁLIDAS (breaking chrysalises) HAY QUE VOLAR (you must fly) HAY QUE ENCONTRAR (and find) SU PROPIO FUTURO (your own future)
92,4,Action,END SONG.
92,5,Action,EXT. RIVERBANK - MOMENTS LATER
92,6,Action,"As Mirabel and Abuela return to the riverbank... something dark and large crashes through the wilderness in front of them, it’s... BRUNO ON A HORSE. Awkward and ridiculous."
92,7,TIO BRUNO,"She didn’t do this! She didn’t do this! I gave her a vision! It was me! I was like go! And she was like fttt! She only wanted to help. I... don’t care what you think of me, but if you’re too stubborn to, to --"
92,8,Action,Abuela Alma embraces and kisses him.
92,9,ABUELA ALMA,"(quiet, remorseful) Brunito..."
92,10,Action,Bruno is confused. He looks to Mirabel.
92,11,TIO BRUNO,I feel like I missed something important.
93,1,MIRABEL,Come on...
93,2,Action,Abuela gives Bruno an affectionate look before taking his hand and walking after Mirabel. Mirabel climbs up on the horse. She helps Abuela who helps Bruno.
93,3,TIO BRUNO,"What - what’s happening, where are we going?"
93,4,MIRABEL,Home.
93,5,Action,"As exciting music kicks in, they gallop away, back towards the Encanto."
93,6,Action,EXT. ENCANTO - MORNING
93,7,Action,"We find... MIRABEL racing on the horse... like a BONAFIDE HERO. Abuela and Bruno cling to her, a heroic trio returning."
93,8,Action,"- THE KIDS and TOWNSPEOPLE IN TOWN watch, awestruck and MIRABEL races through the streets. The kids see her and freak out."
93,9,PUMPED JUANCHO,"It’s her, I FOUND HER!"
93,10,LITTLE ALEJANDRA,I found her!
93,11,INNOCENT CECILIA,"She’s back, she’s back, she’s back!"
93,12,Action,EXT. CASA MADRIGAL - RUINS - MOMENTS LATER
93,13,Action,"Mirabel skids to a stop on the side of the ruined house... For a moment she’s taken aback by the severity of the damage... but Mirabel doesn’t let it shake her confidence. As she hurries around to the front, Julieta comes running from the other side."
93,14,JULIETA,Mirabel?!
93,15,Action,"Julieta runs to Mirabel, relieved that her daughter has returned and is okay. She grasps Mirabel in a hug."
93,16,JULIETA,Mirabel!
94,1,MIRABEL,"(intimate, warm) Mamá..."
94,2,JULIETA,"Ay mi amor, I was so worried... we couldn’t find you."
94,3,AGUSTÍN,"(racing up, covered in welts) There were bees everywhere."
94,4,Action,Mirabel puts her hand on her dad’s welted face.
94,5,AGUSTÍN,I’ll be okay.
94,6,CAMILO,Uh... not if we don’t have a house.
94,7,Action,They look to Camilo. Félix nudges Camilo with his elbow.
94,8,CAMILO,"(OFF FÉLIX) What? We don’t have a house, I can’t say we don’t have a house? What is that? Not a house."
94,9,Action,Mirabel walks up to the standing arch which used to be the front door of the house. She starts singing to the family.
94,10,MIRABEL,LOOK AT THIS HOME WE NEED A NEW FOUNDATION IT MAY SEEM HOPELESS BUT WE’LL GET BY JUST FINE
94,11,Action,The family begins to assemble in front of her.
94,12,MIRABEL,"LOOK AT THIS FAMILY A GLOWING CONSTELLATION SO FULL OF STARS AND EVERYBODY WANTS TO SHINE BUT THE STARS DON’T SHINE, THEY BURN AND THE CONSTELLATIONS SHIFT I THINK IT’S TIME YOU LEARN YOU’RE MORE THAN JUST YOUR GIFT..."
94,13,Action,ABUELA WALKS UP and through the archway.
95,1,ABUELA ALMA,"AND I’M SORRY I HELD ON TOO TIGHT, JUST SO AFRAID I’D LOSE YOU TOO (ABUELA beckons over the shadowy figure of Bruno.) THE MIRACLE IS NOT SOME MAGIC THAT YOU’VE GOT THE MIRACLE IS YOU, NOT SOME GIFT, JUST YOU..."
95,2,ABUELA/MIRABEL,"THE MIRACLE IS YOU, ALL OF YOU, ALL OF YOU"
95,3,Action,The reunited triplets hug. Camilo stares at Bruno.
95,4,CAMILO,OKAY SO... WE GONNA TALK ABOUT BRUNO...?
95,5,ANTONIO,(grinning) That’s Bruno.
95,6,Action,"Bruno nods, awkward."
95,7,TIO BRUNO,"YEAH, THERE’S A LOT TO SAY ABOUT BRUNO... (then, grabbing Pepa and spinning her around) I’LL START, OKAY! PEPA I’M SORRY ‘BOUT YOUR WEDDING DIDN’T MEAN TO BE UPSETTING THAT WASN’T A PROPHECY I COULD JUST SEE YOU WERE SWEATING AND I WANTED YOU TO KNOW THAT YOUR BRO LOVES YOU SO LET IT IN, LET IT OUT, LET IT RAIN, LET IT SNOW “LET IT GOOO...”"
95,8,Action,PEPA bursts into tears. FÉLIX lifts his arms in triumph and hugs PEPA.
95,9,FÉLIX,"That’s what I’m always saying, Bro!"
95,10,Action,"Bruno turns back to the center, regards the family."
95,11,TIO BRUNO,I GOT A LOTTA ‘POLOGIES I’VE GOT TO SAY
96,1,JULIETA,"HEY WE’RE JUST HAPPY THAT YOU’RE HERE, OKAY?"
96,2,TIO BRUNO,But --
96,3,PEPA,COME INTO THE LIGHT!
96,4,TIO BRUNO,But --
96,5,AGUSTIN,THE TRIPLETS ALL REUNITE!
96,6,JULIETA,AND NO MATTER WHAT HAPPENS
96,7,JULIETA/PEPA,WE’RE GONNA FIND OUR WAY
96,8,DOLORES,(to Camilo) YO I KNEW HE NEVER LEFT. I HEARD HIM EVERY DAY...
96,9,Action,We hear a cavalcade of noise and drums.
96,10,ABUELA ALMA,WHAT’S THAT SOUND?
96,11,ANTONIO,I think it’s everyone in town...
96,12,Action,"The TOWNSPEOPLE appear over the crest of the mountain. We see the TOWN CHILDREN, MARIANO and his Abuela, everyone we’ve met."
96,13,TOWNSPEOPLE,"HEY! LAY DOWN YOUR LOAD, LAY DOWN YOUR LOAD, WE’RE ONLY DOWN THE ROAD, WE’RE ONLY DOWN THE ROAD, WE HAVE NO GIFS BUT WE ARE MANY AND WE’LL DO ANYTHING FOR YOU!"
96,14,Action,"The Madrigals and the town begin to rebuild the home. Over the next rebuilding montage, Bruno helps map out the layout of the house with his sand, Pumped Juancho chugs a bunch of coffee and nails like a fiend, and we find Mirabel, Isabela and Luisa; the three have never been this closer."
97,1,ISABELA,IT’S A DREAM WHEN WE WORK AS A TEAM. YOU’RE SO STRONG.
97,2,LUISA,"YEAH, BUT SOMETIMES I CRY—"
97,3,ISABELA/MIRABEL,SO DO I!
97,4,LUISA,"I MAY NOT BE AS STRONG, BUT I’M GETTING WISER"
97,5,ISABELA,"YEAH, I NEED SUNLIGHT AND FERTILIZER C’MON, LET’S PLANT SOMETHING NEW AND WATCH IT FLY"
97,6,ISABELA/LUISA,"STRAIGHT UP TO THE SKY,"
97,7,ISABELA/LUISA/MIRABEL/DOLORES,LET’S GO...
97,8,Action,JULIETA and AGUSTÍN watch MIRABEL leading the house building effort with pride.
97,9,JULIETA/MIRABEL,THE STARS DON’T SHINE THEY BURN THE CONSTELLATIONS GLOW THE SEASONS CHANGE IN TURN
97,10,JULIETA,WOULD YOU WATCH OUR LITTLE GIRL GO?
97,11,AGUSTÍN,SHE TAKES AFTER YOU.
97,12,Action,The rebuilding effort continues. We see MARIANO sigh dramatically sitting on broken stairs. Mirabel approaches.
97,13,MIRABEL,"HEY MARIANO, WHY SO BLUE?"
97,14,MARIANO,I... JUST HAVE SO MUCH LOVE INSIDE...
97,15,MIRABEL,"Y’KNOW, I’VE GOT THIS COUSIN TOO. HAVE YOU MET DOLORES?"
98,1,Action,DOLORES appears out of nowhere.
98,2,DOLORES,"OKAY I’LL TAKE IT FROM HERE, G’BYE! (She turns to Mariano) YOU TALK SO LOUD. YOU TAKE CARE OF YOUR MOTHER AND YOU MAKE HER PROUD. YOU WRITE YOUR OWN POETRY EVERY NIGHT WHEN YOU GO TO SLEEP AND I’M SIEZING THE MOMENT SO WON’T YOU WAKE UP AND NOTICE ME"
98,3,MARIANO,DOLORES... I SEE YOU
98,4,DOLORES,AND I HEAR YOU.
98,5,MIRABEL,YES!
98,6,TOWNSPEOPLE,"ALL OF YOU, ALL OF YOU."
98,7,MARIANO,LET’S GET MARRIED!
98,8,DOLORES,SLOW DOWN.
98,9,MIRABEL/ABUELA/TOWNSPEOPLE,"ALL OF YOU, ALL OF YOU."
98,10,Action,"Smash cut to ABUELA and MIRABEL, standing outside the nearly completed new CASA MADRIGAL. It’s not the same as before... and that’s okay."
98,11,MIRABEL,HOME SWEET HOME. I LIKE THE NEW FOUNDATION.
98,12,ABUELA ALMA,IT ISN’T PERFECT.
98,13,MIRABEL,NEITHER ARE WE.
98,14,ABUELA ALMA,"THAT’S TRUE. JUST ONE MORE THING, BEFORE THE CELEBRATION."
99,1,MIRABEL,WHAT?
99,2,TIO BRUNO,WE NEED A DOOR-KNOB.
99,3,ANTONIO,WE MADE THIS ONE FOR YOU...
99,4,Action,Antonio hands Mirabel... a NEW DOORKNOB with an “M” on it. Mirabel looks up to see the family gathering around her. Antonio takes Mirabel’s hand and walks her toward the front door. People in town begin to join as well.
99,5,CAMILO/DOLORES/FÉLIX/PEPA,WE SEE HOW BRIGHT YOU BURN...
99,6,LUISA/ISABELA,WE SEE HOW BRAVE YOU’VE BEEN...
99,7,AGUSTÍN/JULIETA,NOW SEE YOURSELF IN TURN...
99,8,TIO BRUNO,"YOU’RE THE REAL GIFT, KID. LET US IN."
99,9,Action,"Abuela touches Mirabel’s face, proud... emotional."
99,10,ABUELA ALMA,"OPEN YOUR EYES... (then, small) Abre los ojos.... What do you see?"
99,11,Action,But Mirabel looks at her reflection in her doorknob... and smiles.
99,12,MIRABEL,I see... me... (then) All of me.
99,13,Action,"Mirabel looks to her family, who all smile back. Mirabel turns, then places HER doorknob into the FRONT DOOR of the House and... WHOOSH! AN EXPLOSION OF LIGHT races over the entire Encanto, restoring its magic... and redefining the cracks that spread to the entire town. A new miracle."
99,14,Action,"As the House comes back to life once more, the House “waves” at Mirabel and she waves back."
99,15,MIRABEL,"Hola, Casita."
100,1,Action,"As Mirabel waves, the house zips her through the front doors into the home. Mirabel looks back to her family and the gathering crowd from town."
100,2,MIRABEL,"C’mon, get in here!"
100,3,Action,The House yanks everyone else into the House too and they cheer and celebrate.
100,4,Action,INT. CASA MADRIGAL - COURTYARD - MOMENTS LATER
100,5,Action,Mirabel enters the courtyard to see everyone’s doors glowing with a NEW kind of magic. The doors are unformed... gifts no longer set in stone.
100,6,Action,"Antonio rides past on his JAGUAR. Isabela creates new, bizarre plants, transforming herself away from expected “perfection.” Luisa regains her strength, but the donkeys (under Antonio’s supervision) carry her to a hammock to relax with a beverage. Snow begins to falls overhead and we pan over to Pepa who is dancing under her snow cloud with Félix."
100,7,Action,"Watching all of this is Mirabel, Bruno and Abuela Alma who are suddenly... yanked off screen by the House, which grabs the entire family, placing them for a NEW FAMILY PORTRAIT. The House slides over the camera and one of Bruno’s rats snaps a picture as..."
100,8,ABUELA ALMA,"Everyone, together."
100,9,Action,"The Casita squeezes this whole, imperfectly perfect family together."
100,10,FAMILY... AND MIRABEL,La Familia Madrigal!
100,11,Action,THE END.
